snr1_db,metric1,snr2_db,metric2,amp
-9.659780,1.22346866e+00,-2.395916,1.62145865e+00,0.6
-9.659780,1.22346866e+00,-2.535721,1.53820157e+00,0.6
-9.659780,1.22346866e+00,-2.443125,9.12455857e-01,0.6
-9.659780,1.22346866e+00,-7.016932,2.13946986e+00,0.6
-7.106450,2.78045845e+00,-4.231181,2.39805031e+00,0.6
-8.746525,1.34177029e+00,0.302671,1.28731215e+00,0.6
-3.840897,2.19408107e+00,-8.336637,1.16596484e+00,0.6
-3.840897,2.19408107e+00,1.030878,1.64731789e+00,0.6
-3.840897,2.19408107e+00,-8.300719,1.59839332e+00,0.6
-1.316695,3.48962021e+00,-10.476734,1.27269006e+00,0.6
-3.586452,9.05966759e-01,-4.808019,2.56315017e+00,0.6
1.617599,3.89792657e+00,-13.714426,1.85535491e+00,0.6
1.202713,2.50376916e+00,1.425311,2.23677397e+00,0.6
-8.554578,2.86587882e+00,-4.654201,1.53471625e+00,0.6
-1.099247,1.70099604e+00,-11.359868,1.70330310e+00,0.6
1.700879,1.84114418e+01,-10.590797,2.08630753e+00,0.6
1.700879,1.84114418e+01,-8.891583,1.99673927e+00,0.6
-7.113620,1.04471695e+00,-7.754487,3.53872657e+00,0.6
-7.113620,1.04471695e+00,-2.435957,1.96949530e+00,0.6
-7.113620,1.04471695e+00,-3.156083,3.59416342e+00,0.6
0.021852,1.73592877e+00,-3.388590,2.87913704e+00,0.6
0.021852,1.73592877e+00,-13.897511,1.41833246e+00,0.6
-6.909408,1.22562778e+00,-0.237694,9.40233171e-01,0.6
-9.576291,1.87473655e+00,-7.866513,2.22134590e+00,0.6
-2.841768,9.65098143e-01,-5.952332,1.67171228e+00,0.6
-16.886705,4.21425819e+00,-7.406193,1.46131480e+00,0.6
-5.678386,4.14827681e+00,-3.148123,3.68166161e+00,0.6
-7.754675,5.64626122e+00,-2.023410,3.45461845e+00,0.6
-7.754675,5.64626122e+00,-9.114326,1.77319539e+00,0.6
-5.374491,1.21188092e+00,-23.474859,1.45684564e+00,0.6
-5.374491,1.21188092e+00,-6.452822,1.85728252e+00,0.6
-5.374491,1.21188092e+00,-1.797809,4.05386496e+00,0.6
-5.007764,2.81039762e+00,-8.757695,9.49654043e-01,0.6
-13.255922,1.69643140e+00,-1.539681,1.56447041e+00,0.6
-0.998244,2.74554873e+00,-9.781317,1.88166916e+00,0.6
-5.765364,3.09699869e+00,-6.638979,2.13096452e+00,0.6
-5.765364,3.09699869e+00,-7.807301,2.68075275e+00,0.6
-4.213802,9.80695367e-01,-4.892601,1.84029901e+00,0.6
-4.227638,1.49421704e+00,-1.814076,1.78237021e+00,0.6
-4.227638,1.49421704e+00,-5.728848,1.05383492e+00,0.6
-4.227638,1.49421704e+00,-12.271996,1.53895295e+00,0.6
-4.227638,1.49421704e+00,-5.617690,1.51963151e+00,0.6
-3.390657,2.63830400e+00,-6.554246,1.37361979e+00,0.6
-14.487442,4.65989065e+00,-6.020220,2.94748521e+00,0.6
-14.487442,4.65989065e+00,-7.403990,3.53315568e+00,0.6
-2.300133,3.73314404e+00,-3.378624,1.99621463e+00,0.6
-17.049799,1.97766471e+00,-3.803341,2.74540806e+00,0.6
-25.619576,3.99374533e+00,-10.388202,2.63649344e+00,0.6
-25.619576,3.99374533e+00,-12.202741,2.30049777e+00,0.6
-25.619576,3.99374533e+00,-19.585873,1.90316021e+00,0.6
-4.286797,1.19018936e+00,-7.800870,1.56618762e+00,0.6
-4.286797,1.19018936e+00,-1.071368,1.68399584e+00,0.6
-12.618659,1.18293869e+00,-9.769359,4.05222845e+00,0.6
-12.618659,1.18293869e+00,-10.231715,2.16197634e+00,0.6
-12.618659,1.18293869e+00,-22.969009,1.61594546e+00,0.6
-6.593602,1.73247564e+00,-6.908017,3.32936883e+00,0.5
-13.764211,1.83354580e+00,-8.505934,1.75436449e+00,0.5
-0.657658,1.67000020e+00,-7.067205,1.65732014e+00,0.5
-2.080037,1.03360462e+00,-8.022620,1.64276862e+00,0.5
-9.731312,1.44993055e+00,-2.805444,1.21132255e+00,0.5
-17.427561,2.71398950e+00,-13.016616,4.14352226e+00,0.5
0.201129,1.47774613e+00,-12.048174,1.27309573e+00,0.5
2.851450,1.64645612e+00,-3.750010,4.81377602e+00,0.5
2.851450,1.64645612e+00,-1.621397,1.89194620e+00,0.5
-10.705821,1.23171127e+00,-15.409855,9.30984855e-01,0.5
-8.737402,9.72858906e-01,-9.585316,1.91759157e+00,0.5
-0.345729,2.78538704e+00,-5.151309,5.00770044e+00,0.5
-1.864394,1.22007334e+00,-4.731067,2.36589718e+00,0.5
-0.955420,2.16056418e+00,2.672077,2.23836184e+00,0.5
0.424572,1.95098341e+00,0.856857,3.92051530e+00,0.5
0.424572,1.95098341e+00,-8.123643,1.76142585e+00,0.5
-0.305226,3.40249920e+00,-4.240298,2.54147673e+00,0.5
-14.348772,2.46737480e+00,-1.173538,1.37820089e+00,0.5
-6.587937,2.94329548e+00,-7.252328,1.58106065e+00,0.5
-12.225278,2.66806817e+00,-2.453275,1.86625195e+00,0.5
-4.914258,1.71915722e+00,-16.568214,1.57314098e+00,0.5
-4.914258,1.71915722e+00,-1.358032,3.09353209e+00,0.5
-4.914258,1.71915722e+00,-8.173100,3.20637441e+00,0.5
-0.483972,1.78702354e+00,-1.769138,3.11698413e+00,0.5
3.139153,1.75234604e+00,-10.352400,6.17409229e+00,0.5
-8.028216,1.84761751e+00,-22.496759,2.19875050e+00,0.5
-2.559637,2.37447309e+00,-10.621305,1.50703716e+00,0.5
-5.555596,1.17113817e+00,-3.679722,1.51318765e+00,0.5
-5.555596,1.17113817e+00,-12.781695,2.78127551e+00,0.5
-9.351007,1.56144297e+00,-1.332739,1.30184472e+00,0.5
-9.351007,1.56144297e+00,-12.775897,1.42383301e+00,0.5
-6.560682,5.25033140e+00,-5.896460,3.29634285e+00,0.5
-6.560682,5.25033140e+00,-7.857055,1.95818329e+00,0.5
-6.560682,5.25033140e+00,-5.419508,1.38511276e+00,0.5
-2.032553,1.68124402e+00,-15.130981,3.48679543e+00,0.5
-9.439400,1.29008543e+00,-9.885715,3.78859830e+00,0.5
0.116030,1.04163933e+00,-5.179945,3.58698297e+00,0.5
0.116030,1.04163933e+00,-6.624104,3.40668011e+00,0.5
0.116030,1.04163933e+00,-1.349039,1.25376511e+00,0.5
0.116030,1.04163933e+00,-7.874061,2.05262804e+00,0.5
-2.877353,2.62983012e+00,-20.024233,3.36542439e+00,0.5
-2.707181,1.65049422e+00,-33.871803,1.70029616e+00,0.5
-14.074958,1.90730226e+00,-2.318323,2.31043196e+00,0.5
-23.046307,6.04682684e+00,-14.193438,1.54640698e+00,0.5
-5.782749,3.30226994e+00,-27.881468,1.37052524e+00,0.5
-11.349669,1.43201804e+00,-4.837041,5.83974504e+00,0.5
-2.612970,1.03739119e+00,-1.769498,1.62507510e+00,0.5
-2.612970,1.03739119e+00,-4.285697,1.42697561e+00,0.5
-2.612970,1.03739119e+00,-12.068979,1.65123296e+00,0.5
2.185189,1.29568660e+00,-6.411483,1.77224314e+00,0.5
2.185189,1.29568660e+00,-1.025892,2.99546599e+00,0.5
-5.805854,2.47498703e+00,-0.329585,3.03237653e+00,0.5
-11.413276,2.28904057e+00,-5.160296,1.43794167e+00,0.5
-2.150197,1.90228307e+00,-1.444686,2.96415520e+00,0.5
-2.150197,1.90228307e+00,-5.266652,1.07611918e+00,0.5
-4.064940,1.17323446e+00,-13.824759,3.66835356e+00,0.5
-4.064940,1.17323446e+00,-7.113643,1.90995610e+00,0.5
-5.922854,3.44587016e+00,-2.988997,4.54525709e+00,0.5
-3.899858,1.85433352e+00,-4.600061,1.18877554e+00,0.5
0.382482,3.35074282e+00,-11.864723,1.65059984e+00,0.5
-6.139567,3.60012603e+00,-9.579025,1.55031061e+00,0.5
-6.351397,2.74308443e+00,-6.787482,2.45617247e+00,0.5
-18.503475,1.63770461e+00,-7.242446,1.23257041e+00,0.5
-11.865622,1.69848263e+00,-3.835040,2.45862722e+00,0.5
-6.617532,1.35242796e+00,-11.567093,2.78575468e+00,0.5
-9.597024,9.77198064e-01,-3.343999,1.46306086e+00,0.5
-9.597024,9.77198064e-01,-6.500222,1.53287876e+00,0.5
-14.155106,1.36833918e+00,-4.217060,3.45383453e+00,0.5
-14.155106,1.36833918e+00,-8.621256,5.47442961e+00,0.5
-7.431097,1.95072877e+00,-10.366714,2.12490940e+00,0.5
2.677619,4.70035410e+00,-5.764651,1.28871393e+00,0.5
-7.396029,1.54384947e+00,-6.922679,1.17589068e+00,0.5
-7.396029,1.54384947e+00,-2.178305,1.41719890e+00,0.5
-4.567372,2.27331042e+00,-4.500637,1.78635764e+00,0.5
-1.535837,1.35012245e+00,-11.737278,1.78566945e+00,0.5
-4.876212,1.57238078e+00,-3.474182,3.06884384e+00,0.5
-0.887000,1.55152535e+00,-5.885714,1.46314144e+00,0.5
-6.927644,2.45345449e+00,-2.046796,4.43767977e+00,0.5
-1.968038,3.32499504e+00,-7.224909,1.41248655e+00,0.4
-13.590760,2.56178975e+00,-8.852245,1.77421522e+00,0.4
-6.985758,1.23009229e+00,-0.323603,2.85193324e+00,0.4
-0.267841,1.31434405e+00,-11.845284,2.29605770e+00,0.4
-4.423392,4.25569201e+00,-5.213344,2.07818675e+00,0.4
-8.483289,3.82724261e+00,-5.320391,1.18974745e+00,0.4
-2.138062,1.83456767e+00,-8.148595,3.27504349e+00,0.4
-6.616314,1.41956830e+00,-11.949488,1.57854986e+00,0.4
-0.520268,1.54807603e+00,-4.980192,1.81338346e+00,0.4
-3.699002,1.28654182e+00,-3.233871,2.33737469e+00,0.4
-12.530473,1.94768202e+00,-17.204350,3.43716836e+00,0.4
-0.746163,1.29509103e+00,-12.290550,1.60010779e+00,0.4
-10.726558,2.82183146e+00,-12.360611,2.53999305e+00,0.4
-4.041348,2.02736092e+00,-2.566709,1.45363891e+00,0.4
-15.750933,4.08678722e+00,-7.146216,3.27338076e+00,0.4
-9.509576,2.09537220e+00,-16.481348,1.79455578e+00,0.4
-5.043155,1.85500443e+00,-9.856245,1.70315683e+00,0.4
-8.119411,1.10710979e+00,-18.447760,2.65496492e+00,0.4
-2.640314,2.96155405e+00,-5.768285,3.23414779e+00,0.4
-14.035147,3.13028884e+00,-3.297035,1.50472212e+00,0.4
-5.106895,2.15938497e+00,-15.480279,1.75838339e+00,0.4
-12.008644,3.41375113e+00,-13.861147,1.65102720e+00,0.4
-5.256974,1.59322059e+00,-14.871563,1.70610642e+00,0.4
-6.524532,2.68775368e+00,-6.016208,3.30200005e+00,0.4
-12.980289,3.12506962e+00,-10.999040,3.16677403e+00,0.4
-5.968613,3.51711392e+00,-9.343809,1.67618680e+00,0.4
-9.669522,1.09176576e+00,-12.093962,1.57436883e+00,0.4
1.245709,9.47212100e-01,-8.620568,1.51919055e+00,0.4
-4.315213,2.55404449e+00,-10.959091,2.21620917e+00,0.4
-1.131199,4.24320507e+00,-12.729027,1.71536958e+00,0.4
-2.647700,2.10889077e+00,-2.345006,3.83575511e+00,0.4
-1.078063,3.67782164e+00,-1.341705,3.84643650e+00,0.4
0.551590,3.34420848e+00,-6.568884,1.42334402e+00,0.4
-2.122562,4.14554548e+00,-2.810880,1.56992042e+00,0.4
-6.709801,8.09096146e+00,-15.669377,1.86072791e+00,0.4
3.336270,2.55766106e+00,-0.126676,6.05466843e+00,0.4
-4.040320,1.14426649e+00,-6.435439,1.33941686e+00,0.4
-0.572208,1.30420768e+00,-1.502871,2.53327632e+00,0.4
-0.432919,3.11670017e+00,-8.819288,3.08103609e+00,0.4
-3.461587,1.41500607e+01,-22.528841,1.31675565e+00,0.4
-6.409691,1.76126611e+00,-6.750214,2.53547001e+00,0.4
-3.279572,1.93838692e+00,-13.902368,1.59028864e+00,0.4
-0.030060,3.33762312e+00,-3.741030,6.21150684e+00,0.4
1.316019,2.94728971e+00,-9.144361,3.70756841e+00,0.4
1.316019,2.94728971e+00,-18.096243,1.51931894e+00,0.4
-1.463067,2.51977348e+00,-9.745667,1.42763579e+00,0.4
-7.289094,1.16923058e+00,-16.663940,1.66744184e+00,0.4
-3.268731,1.39259434e+01,-5.028110,1.67449057e+00,0.4
-6.451033,2.17046952e+00,-3.504601,1.52346230e+00,0.4
-6.451033,2.17046952e+00,-19.522566,1.71508896e+00,0.4
-1.866117,9.83697891e-01,-6.376957,1.70424461e+00,0.4
-13.071454,5.65504456e+00,-2.684373,1.29679561e+00,0.4
-9.510781,2.89014935e+00,-24.679438,1.29697788e+00,0.4
-2.077994,4.05289459e+00,-4.431045,1.65036380e+00,0.4
0.708631,1.56165190e+01,-7.024817,7.85287285e+00,0.4
-8.954870,8.48525405e-01,-10.017402,1.44178379e+00,0.4
0.860102,1.63813221e+00,-19.113035,1.76144111e+00,0.4
-2.061899,1.50560784e+00,-1.521594,1.55694222e+00,0.4
-17.962841,2.97889829e+00,-1.604242,1.62857223e+00,0.4
-12.719680,1.62323654e+00,-4.224776,2.10927200e+00,0.4
-28.827850,1.65088010e+00,-8.202677,2.14960694e+00,0.4
-6.359348,1.47634137e+00,-30.225063,1.56159222e+00,0.4
-4.986022,1.60045826e+00,-19.657591,1.77248693e+00,0.4
-12.111916,8.85672283e+00,-0.515676,1.89077652e+00,0.4
-8.103454,1.31676376e+00,-7.367127,1.18442321e+00,0.4
-2.767900,1.30357969e+00,-10.398640,3.88382435e+00,0.4
-2.767900,1.30357969e+00,-4.976876,1.42481482e+00,0.4
-1.653552,2.70183539e+00,-11.752938,3.49768949e+00,0.4
-0.069637,1.88418901e+00,-4.532111,1.88836050e+00,0.4
-0.615842,1.06499970e+00,-5.874906,3.26979876e+00,0.4
-2.523368,1.48236072e+00,-4.646093,2.90699458e+00,0.4
-5.032282,2.45194912e+00,-9.161347,1.56982517e+00,0.4
-13.889575,4.36547661e+00,-9.934525,1.89077890e+00,0.4
-13.183907,1.46699488e+00,-7.905441,1.36609244e+00,0.4
-2.379323,3.55890250e+00,-6.446662,1.20985675e+00,0.3
2.100080,1.81814599e+00,-9.254669,2.01485610e+00,0.3
-0.132461,1.09854376e+00,-4.787018,2.60126996e+00,0.3
-10.676239,8.95787835e-01,-11.434624,1.56969678e+00,0.3
1.722977,3.78140783e+00,-11.977547,1.53628731e+00,0.3
-9.536091,1.11658216e+00,-14.465508,2.61134601e+00,0.3
-3.268827,1.38682902e+00,-4.259669,1.72529149e+00,0.3
-6.318268,1.72326529e+00,-10.284309,2.64249158e+00,0.3
-5.240721,1.17693639e+00,-11.868664,2.53988719e+00,0.3
-2.370691,8.52783442e-01,-19.799095,3.25055718e+00,0.3
-1.493813,1.68079960e+00,-20.780020,1.87694156e+00,0.3
-9.790264,1.40019321e+00,-6.427425,1.70465648e+00,0.3
-20.375889,1.18996465e+00,-11.967843,3.34950829e+00,0.3
-0.201481,2.14670444e+00,-11.895926,1.52430701e+00,0.3
-0.679453,1.18817735e+00,-10.072111,1.59981048e+00,0.3
-7.387836,5.04280901e+00,-4.633194,1.61815262e+00,0.3
-12.823623,8.99968386e-01,-3.188220,2.04244757e+00,0.3
1.153694,1.77366221e+00,-7.364282,3.20277238e+00,0.3
-0.033291,9.18351948e-01,-1.518844,2.43359137e+00,0.3
0.858197,1.22408628e+00,-6.149125,3.36396646e+00,0.3
-8.458679,9.83011603e-01,-5.409126,1.60357487e+00,0.3
1.511194,1.18486965e+00,-3.951503,1.77752995e+00,0.3
-0.982056,1.13298452e+00,-7.158898,3.64055562e+00,0.3
-0.268717,9.09794331e-01,-4.617777,2.25856423e+00,0.3
-0.668328,1.00945663e+00,-6.180126,1.44557607e+00,0.3
-0.650637,1.15197873e+00,-15.985360,1.79339433e+00,0.3
-3.899902,1.24834669e+00,-5.538562,1.48947692e+00,0.3
-8.718742,1.57810509e+00,-2.082015,1.85638416e+00,0.3
-3.466442,1.61184478e+00,-3.055501,1.39642680e+00,0.3
0.228081,2.67357659e+00,-2.289505,1.78464055e+00,0.3
-6.684373,1.14856184e+00,-4.855542,1.48698175e+00,0.3
-1.443315,1.00432193e+00,-17.597725,3.00273514e+00,0.3
-5.829634,1.52298808e+00,-8.824295,1.67103899e+00,0.3
-5.674876,1.51061547e+00,-10.281238,2.01113176e+00,0.3
0.769516,1.57965875e+00,-10.245161,2.72646952e+00,0.3
1.423590,3.21190286e+00,-8.917341,1.47075832e+00,0.3
1.167801,1.11724162e+00,-8.475904,1.48978400e+00,0.3
-1.394477,1.64853942e+00,-14.566124,1.62510872e+00,0.3
-0.623133,5.43358564e+00,-2.635905,2.54587960e+00,0.3
-3.376543,7.77818978e-01,-11.805233,1.58932030e+00,0.3
-1.690795,1.61745119e+00,-4.528251,1.67026353e+00,0.3
1.894082,9.13306594e-01,-11.452118,2.41197419e+00,0.3
-18.497107,1.63053870e+00,-9.498782,1.64654160e+00,0.3
-0.778085,7.62260199e-01,-14.947606,2.04913807e+00,0.3
-10.602148,7.64308572e-01,-8.199140,1.58359694e+00,0.3
-11.369412,1.23602498e+00,-14.110151,1.60321856e+00,0.3
-0.955391,1.82349086e+00,-4.374002,3.54650974e+00,0.3
0.088570,2.35256171e+00,-9.540296,1.94103110e+00,0.3
-2.116893,1.81487703e+00,-6.727175,1.54988146e+00,0.3
-8.615268,8.30175400e-01,-5.790784,1.63324821e+00,0.3
-15.090428,1.02745891e+00,-4.343621,1.80227447e+00,0.3
-4.796915,1.27826357e+00,-14.973252,1.88941193e+00,0.3
1.670122,1.37415302e+00,-11.541813,1.92230594e+00,0.3
0.055430,2.88951755e+00,-18.336893,1.81611907e+00,0.3
-10.757663,1.01412201e+00,-3.909326,1.60267627e+00,0.3
-10.444282,6.44892216e+00,-3.546880,1.74145126e+00,0.3
-0.917072,2.23448253e+00,-3.156680,1.83758080e+00,0.3
-0.195297,3.30341768e+00,-13.706923,1.53190601e+00,0.3
-9.628494,3.47210193e+00,-10.793308,1.14218616e+00,0.3
-1.363180,1.50999653e+00,-2.909755,1.20932126e+00,0.3
-8.702097,1.83738637e+00,-6.913982,2.35248804e+00,0.3
1.120182,2.19344306e+00,-2.629126,1.63928807e+00,0.3
0.908195,1.01134026e+00,-11.210423,2.69121766e+00,0.3
-2.734765,1.20589280e+00,-5.472133,1.41393316e+00,0.3
-0.818121,1.08777332e+00,-4.611286,2.66619539e+00,0.3
-4.721305,1.78277659e+00,-2.811303,2.35998654e+00,0.3
-0.314473,1.28270209e+00,-10.206363,1.44726264e+00,0.3
2.860662,4.64145851e+00,0.000000,nan,0.2
-2.542057,1.54493666e+00,-14.308929,1.47261560e+00,0.2
-8.439607,1.34406340e+00,-14.308929,1.47261560e+00,0.2
4.974196,8.20586443e-01,-14.308929,1.47261560e+00,0.2
-10.501196,2.08773923e+00,-13.216133,2.41460466e+00,0.2
1.708434,3.86960316e+00,-7.354020,1.50084889e+00,0.2
3.656916,9.99104261e-01,-7.949824,1.69371116e+00,0.2
-7.648966,1.05859601e+00,-18.320978,1.51658475e+00,0.2
2.066847,8.40861082e-01,-18.320978,1.51658475e+00,0.2
1.188711,9.07344997e-01,-18.320978,1.51658475e+00,0.2
0.970469,1.55155683e+00,-16.989576,1.81630576e+00,0.2
1.643655,1.20671308e+00,-14.460105,1.66050005e+00,0.2
-6.409061,1.26014376e+00,-8.016718,1.79419875e+00,0.2
1.692323,1.05201662e+00,-17.578114,1.74385858e+00,0.2
-5.897090,4.02285433e+00,-17.578114,1.74385858e+00,0.2
0.578289,1.36115050e+00,-7.315539,1.68525207e+00,0.2
3.047481,1.02655602e+00,-11.383305,1.64654791e+00,0.2
4.891229,4.54946089e+00,-7.614000,1.61453736e+00,0.2
3.517841,3.02878737e+00,-17.086889,2.99377871e+00,0.2
3.107210,8.32365096e-01,-5.236299,1.77237403e+00,0.2
-0.677091,1.40097988e+00,-5.236299,1.77237403e+00,0.2
7.279134,9.92271662e-01,-5.236299,1.77237403e+00,0.2
1.714733,1.41753018e+00,-5.236299,1.77237403e+00,0.2
3.605207,1.70988691e+00,-5.236299,1.77237403e+00,0.2
3.762826,1.25001192e+00,-7.950217,2.44681334e+00,0.2
2.189148,1.13850939e+00,-4.898635,2.09812140e+00,0.2
3.166534,1.74496937e+00,-8.316108,1.73959899e+00,0.2
4.633503,1.00529301e+00,-8.316108,1.73959899e+00,0.2
4.479987,1.25775826e+00,-19.417883,1.88940406e+00,0.2
1.655876,9.10460413e-01,-12.153729,2.00970411e+00,0.2
1.445539,8.80346656e-01,-11.737949,1.44907033e+00,0.2
0.643953,1.42179167e+00,-11.737949,1.44907033e+00,0.2
5.095986,1.00114453e+00,-22.524014,1.61731374e+00,0.2
3.119833,9.24940765e-01,-7.637463,1.46859694e+00,0.2
4.075475,1.80192709e+00,-12.151589,1.56073833e+00,0.2
3.235262,8.71246517e-01,-11.667464,3.33410931e+00,0.2
2.091552,1.01464033e+00,-10.773917,2.48924088e+00,0.2
5.123716,1.37939179e+00,-10.323621,3.00730753e+00,0.2
3.382656,1.19273710e+00,-10.346502,1.48251498e+00,0.2
-1.533433,1.78461277e+00,-7.072567,1.76101518e+00,0.2
0.419808,8.38919401e-01,-7.072567,1.76101518e+00,0.2
-3.214256,1.39479506e+00,-6.655092,1.72319257e+00,0.2
-1.453990,7.94014573e-01,-10.670095,2.78700662e+00,0.2
0.896234,1.12788570e+00,-10.670095,2.78700662e+00,0.2
-1.363713,1.08737552e+00,-9.850940,3.11424375e+00,0.2
-6.038909,2.99236298e+00,-12.279363,1.55660367e+00,0.2
-1.846010,5.36338234e+00,-12.279363,1.55660367e+00,0.2
1.164929,1.88387501e+00,-10.447421,2.35920572e+00,0.2
0.254735,4.18640089e+00,-20.582758,2.67463756e+00,0.2
5.540111,1.06360817e+00,-20.582758,2.67463756e+00,0.2
0.915670,2.06674719e+00,-18.661146,1.62609851e+00,0.2
-10.711592,3.72402096e+00,-18.661146,1.62609851e+00,0.2
1.870347,1.18039060e+00,-8.664960,2.78277779e+00,0.2
5.774067,1.13908041e+00,-5.637591,1.52623367e+00,0.2
-2.065279,1.04968154e+00,-18.589062,1.70457065e+00,0.2
2.005614,7.48150921e+00,-18.589062,1.70457065e+00,0.2
2.822561,1.39604104e+00,-4.553804,1.52184594e+00,0.2
3.007389,1.67167246e+00,-10.785542,2.95321488e+00,0.2
2.143946,2.88911176e+00,-28.384375,1.64220226e+00,0.2
1.904940,2.12352753e+00,-20.976521,1.60988653e+00,0.2
2.237019,1.03681886e+00,-20.976521,1.60988653e+00,0.2
5.992703,8.16853225e-01,-20.976521,1.60988653e+00,0.2
-0.050484,1.21247387e+00,-20.976521,1.60988653e+00,0.2
-0.668471,8.66375387e-01,-6.085583,1.51442444e+00,0.2
-1.500516,1.77490592e+00,-6.085583,1.51442444e+00,0.2
0.276029,7.83125222e-01,-17.880360,1.49575174e+00,0.2
-3.528310,3.30609369e+00,-15.438076,1.66172230e+00,0.2
2.366540,2.93057823e+00,-15.385855,1.47983921e+00,0.2
-2.585264,1.79559624e+00,-20.915022,2.32687998e+00,0.2
1.138309,1.51265657e+00,-7.724042,1.64275396e+00,0.2
2.019098,8.65853906e-01,-7.724042,1.64275396e+00,0.2
3.888801,1.17148006e+00,-9.927885,1.86524320e+00,0.2
4.784823,2.07289624e+00,-9.927885,1.86524320e+00,0.2
0.619393,2.14642739e+00,-6.779909,1.61288726e+00,0.2
3.283800,9.45124447e-01,-7.938308,1.69467354e+00,0.2
5.424001,7.84140408e-01,-7.938308,1.69467354e+00,0.2
1.624679,1.47233796e+00,-7.938308,1.69467354e+00,0.2
